Loan Identifier,Originator,Borrower Identifier,Property Identifier,Borrower Type,Foreign National,Borrower Year of Birth,Number of Debtors,Second Applicant Year of Birth,Borrower's Employment Status,First-time Buyer,Primary Income,Income Verification for Primary Income,Secondary Income,Income Verification for Secondary Income,Resident,Loan Origination Date,Date of Loan Maturity,Account Status Date,Origination Channel / Arranging Bank or Division,Purpose,Shared Ownership,Loan Term,Principal Grace Period,Amount Guaranteed,Subsidy,Loan Currency Denomination,Original Balance,Current Balance,Fractioned / Subrogated Loans,Repayment Method,Payment Frequency,Payment Due,Payment Type,Debt to Income,Lien,Mortgage Inscription,Interest Rate Type,Current Interest Rate Index,Current Interest Rate,Current Interest Rate Margin,Interest Rate Reset Interval,Revised Interest Rate Index,Restructuring Arrangement,Geographic Region List,Property Postcode,Property Type,Original Loan to Value,Valuation Amount,Original Valuation Type,Valuation Date,Current Loan to Value,Current Valuation Amount,Current Valuation Type,Current Valuation Date,Ipoteca,Account Status,Arrears Balance,Number Months in Arrears,Arrears 1 Month Ago,Arrears 2 Months Ago
4.706E+19,Banca Popolare di Bari,"100,625,905,000,100,000,000",5.4242E+13,1,Y,1967,2,1969,1,N,20215.2,3,10107.6,3,2,2009-04,2029-04,2011-11,1,1,1,240,1,100000,N,EUR,100000,79400.13,N,2,1,673.84,1,2.62,1,200000,3,12,5.25,5.25,240,12,N,ITF42,70,1,22.37,447000,1,2009-02,17.76,447000,1,2009-02,200000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,327,677,000,100,000,000",5.4242E+13,1,Y,1971,2,1974,1,N,17311,3,7706.25,3,2,2009-04,2019-04,2011-11,1,7,1,120,1,49000,N,EUR,49000,21567.05,N,2,1,513.75,1,0.86,1,98000,3,12,4.75,4.75,120,12,N,ITF42,70,1,31.01,158000,1,2009-02,13.65,158000,1,2009-02,98000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,260,417,000,100,000,000",5.4242E+13,1,Y,1980,2,1981,1,N,18573,3,9286.5,3,2,2009-06,2029-06,2011-11,1,1,1,240,1,90000,N,EUR,90000,72423.47,N,2,1,619.1,1,2.6,1,180000,3,12,5.5,5.5,240,12,N,ITF42,70,1,62.5,144000,1,2009-04,50.29,144000,1,2009-04,180000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,655,375,000,100,000,000",5.4242E+13,1,Y,1953,2,1960,3,N,85000,3,9222,3,2,2009-06,2024-07,2011-11,1,7,1,180,1,75000,N,EUR,75000,52542.7,N,2,1,614.8,1,0.56,1,150000,3,12,5.55,5.55,181,12,N,ITF42,70,1,49.34,152000,1,2009-05,34.57,152000,1,2009-05,150000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,253,739,000,100,000,000",5.4242E+13,1,Y,1960,2,1964,1,N,17945,3,5499.6,3,2,2009-10,2029-10,2011-11,1,1,1,240,1,53300,N,EUR,53300,43563.6,N,2,1,366.64,1,1.86,1,106600,3,12,5.5,5.5,240,12,N,ITF42,70,1,42.3,126000,1,2009-10,34.57,126000,1,2009-10,106600,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,680,875,000,100,000,000",5.4242E+13,1,Y,1979,2,1981,1,N,19230,3,9615,3,2,2009-10,2024-10,2011-11,1,1,1,180,1,80000,N,EUR,80000,56781.9,N,2,1,641,1,1.97,1,160000,3,12,5.2,5.2,180,12,N,ITF42,70,1,60.15,133000,1,2009-08,42.69,133000,1,2009-08,160000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,240,012,000,100,000,000",5.4242E+13,1,Y,1954,3,1983,1,Y,23718.3,3,11859.15,3,2,2009-11,2020-11,2011-11,1,1,1,240,0,160000,N,EUR,160000,48936.84,N,2,1,790.61,1,1.38,1,320000,1,4,1.75,1,3,4,N,ITF42,70,1,62.99,254000,1,2009-09,19.27,254000,1,2009-09,320000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,551,546,000,100,000,000",5.4242E+13,1,Y,1969,2,1975,1,Y,22863.9,3,11431.95,3,2,2009-11,2029-12,2011-11,1,1,1,240,1,115000,N,EUR,115000,93888.13,N,2,1,762.13,1,2.74,1,230000,3,12,5.05,5.05,241,12,N,ITF42,70,1,77.7,148000,1,2009-11,63.44,148000,1,2009-11,230000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,095,825,000,100,000,000",5.4242E+13,1,Y,1963,2,1964,1,Y,98845,3,22658.4,3,2,2009-12,2019-12,2011-11,1,1,1,120,1,194000,N,EUR,194000,81187.48,N,2,1,1510.84,1,0.67,1,388000,1,4,1,0.75,3,4,N,ITF42,70,1,79.84,243000,1,2009-10,33.41,243000,1,2009-10,388000,2,1510.84,1,3028.1,3027.89
4.706E+19,Banca Popolare di Bari,"100,698,830,000,100,000,000",5.4242E+13,1,Y,1980,2,1981,1,Y,16306.2,3,8153.1,3,2,2009-12,2030-04,2011-11,1,1,1,240,1,110000,N,EUR,110000,84843.48,N,2,1,543.54,1,3.47,1,220000,1,4,1.75,1,3,4,N,ITF42,70,1,61.8,178000,1,2009-10,47.66,178000,1,2009-10,220000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,238,097,000,100,000,000",5.4242E+13,1,Y,1968,2,1968,1,Y,74880,3,19342.8,3,2,2010-03,2035-02,2011-11,1,1,1,300,0,304000,N,EUR,304000,257489.23,N,2,1,1289.52,1,2.73,1,608000,1,10,2,1,3,10,N,ITF33,80,1,78.76,386000,1,2010-03,66.71,386000,1,2010-03,608000,2,9161.25,7,7833.57,6511.2
4.706E+19,Banca Popolare di Bari,"100,200,277,000,100,000,000",5.4242E+13,1,Y,1976,2,1979,5,N,20021.1,3,10010.55,3,2,2010-03,2040-03,2011-11,1,1,1,360,1,180000,N,EUR,180000,163051.87,N,2,1,667.37,1,5.43,1,360000,1,4,2,1.3,3,4,N,ITF42,70,1,68.18,264000,1,2009-12,61.76,264000,1,2009-12,360000,3,11587.84,16,11078.12,10359.73
4.706E+19,Banca Popolare di Bari,"100,030,082,000,100,000,000",5.4242E+13,1,Y,1949,2,1950,5,N,44166.6,3,22083.3,3,2,2010-03,2020-04,2011-11,1,1,1,120,1,160000,N,EUR,160000,81058.14,N,2,1,1472.22,1,1.22,1,320000,1,4,2,1.2,3,4,N,ITF42,70,1,64,250000,1,2009-12,32.42,250000,1,2009-12,320000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,032,804,000,100,000,000",5.4242E+13,1,Y,1970,2,1973,5,N,31116,3,4993.65,3,2,2010-06,2028-06,2011-11,1,7,1,216,1,60000,N,EUR,60000,45698.43,N,2,1,332.91,1,1.27,1,120000,1,4,2,1.5,3,4,N,ITF42,70,1,31.09,193000,1,2010-02,23.68,193000,1,2010-02,120000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,631,169,000,100,000,000",5.4242E+13,1,Y,1973,2,1977,1,N,14863.2,3,7431.6,3,2,2010-12,2018-05,2011-11,1,1,1,89,1,40791.61,N,EUR,40791.61,16830.8,N,2,1,495.44,1,0.75,1,105000,1,4,2,1.3,3,4,N,ITZZZ,76,1,25.49,160000,1,2011-04,10.52,160000,1,2011-04,105000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,153,049,000,100,000,000",5.4242E+13,1,Y,1969,2,1970,1,N,19743,3,6919.5,3,2,2011-02,2021-02,2011-11,1,7,1,120,0,50000,N,EUR,50000,29632.26,N,2,1,461.3,1,1.11,1,100000,1,4,2,1.1,3,4,N,ITZZZ,76,1,33.56,149000,1,2011-04,19.89,149000,1,2011-04,100000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,010,792,000,100,000,000",5.4242E+13,1,Y,1959,2,1986,5,Y,19348.8,3,9674.4,3,2,2011-05,2026-05,2011-11,1,1,1,180,1,100000,N,EUR,100000,75846.38,N,2,1,644.96,1,2.61,1,200000,1,4,2,1.05,3,4,N,ITZZZ,76,1,66.23,151000,1,2011-04,50.23,151000,1,2011-04,200000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,076,069,000,100,000,000",5.4242E+13,1,Y,1959,2,1959,1,N,81500,3,17963.4,3,2,2011-05,2021-06,2011-11,1,1,1,120,1,130000,N,EUR,130000,81188.16,N,2,1,1197.56,1,0.82,1,260000,1,10,2,1.05,3,10,N,ITZZZ,76,1,78.79,165000,1,2011-04,49.2,165000,1,2011-04,260000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,177,994,000,100,000,000",5.4242E+13,1,Y,1964,2,1976,1,Y,15307.2,3,7653.6,3,2,2011-08,2036-07,2011-11,1,1,1,300,0,120000,N,EUR,120000,105257.75,N,2,1,510.24,1,4.58,1,240000,1,4,2,1.4,3,4,N,ITZZZ,76,1,63.16,190000,1,2011-06,55.4,190000,1,2011-06,240000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,195,391,000,100,000,000",5.4242E+13,1,Y,1976,2,1977,1,N,29387,3,7224.75,3,2,2011-09,2021-09,2011-11,1,7,1,120,1,52000,N,EUR,52000,34176.85,N,2,1,481.65,1,0.93,1,104000,1,4,2,1.2,3,4,N,ITZZZ,76,1,45.61,114000,1,2011-07,29.98,114000,1,2011-07,104000,2,479.15,1,479.15,479.15
4.706E+19,Banca Popolare di Bari,"100,002,731,000,100,000,000",5.4242E+13,1,Y,1957,2,1958,8,N,15375.6,3,7687.8,3,2,2006-03,2016-03,2011-11,1,7,1,120,1,50000,N,EUR,50000,5055.23,N,2,1,512.52,1,0.22,1,100000,6,6,3,2.4,6,6,N,ITF41,71,1,34.36,145500,1,2005-12,3.47,145500,1,2005-12,100000,2,512.52,1,0,0
4.706E+19,Banca Popolare di Bari,"100,542,450,000,100,000,000",5.4242E+13,1,Y,1967,2,1971,5,N,5000,3,2500,3,2,2008-10,2024-10,2011-11,1,7,1,180,0,40000,N,EUR,40000,29047.36,N,2,1,358.81,1,3.87,1,80000,3,12,6.25,6.25,192,12,N,ITF41,71,1,54.79,73012.5,1,2008-04,39.78,73012.5,1,2008-04,80000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,610,856,000,100,000,000",5.4242E+13,1,Y,1975,2,1977,1,N,14612.1,3,7306.05,3,2,2009-01,2024-02,2011-11,1,7,1,180,1,60000,N,EUR,60000,40382.26,N,2,1,487.07,1,1.84,1,120000,3,12,5.4,5.4,181,12,N,ITF41,71,1,79.32,75645.25,1,2008-11,53.38,75645.25,1,2008-11,120000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,164,486,000,100,000,000",5.4242E+13,1,Y,1970,2,1971,5,N,24274.5,3,12137.25,3,2,2009-03,2024-03,2011-11,1,7,1,180,0,100000,N,EUR,100000,69234.74,N,2,1,809.15,1,1.9,1,200000,3,12,5.35,5.35,180,12,N,ITF41,71,1,59.52,168000,1,2009-01,41.21,168000,1,2009-01,200000,2,2446.31,3,2446.52,2245.53
4.706E+19,Banca Popolare di Bari,"100,199,989,000,100,000,000",5.4242E+13,1,Y,1967,2,1967,1,N,38504,3,6341.4,3,2,2009-10,2029-10,2011-11,1,7,1,240,0,63000,N,EUR,63000,51186.23,N,2,1,422.76,1,1.14,1,126000,3,12,5.2,5.2,240,12,N,ITF41,71,1,77.78,81000,1,2009-12,63.19,81000,1,2009-12,126000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,652,263,000,100,000,000",5.4242E+13,1,Y,1972,2,1973,5,N,15894,3,4711.8,3,2,2010-01,2018-02,2011-11,1,7,1,96,1,25000,N,EUR,25000,9417.43,N,2,1,314.12,1,0.46,1,50000,3,12,4.8,4.8,97,12,N,ITF41,71,1,32.05,78000,1,2009-10,12.07,78000,1,2009-10,50000,1,0,0,0,314.12
4.706E+19,Banca Popolare di Bari,"100,024,690,000,100,000,000",5.4242E+13,1,Y,1962,2,1962,1,N,17327.7,3,8663.85,3,2,2010-09,2025-10,2011-11,1,7,1,180,2,75000,N,EUR,75000,56917.77,N,2,1,577.59,1,2.19,1,150000,3,12,4.6,4.6,181,12,N,ITF41,71,1,70.75,106000,1,2010-09,53.7,106000,1,2010-09,150000,1,0,0,0,577.59
4.706E+19,Banca Popolare di Bari,"100,251,277,000,100,000,000",5.4242E+13,1,Y,1960,2,1968,1,N,11398.5,3,5699.25,3,2,2002-10,2017-12,2011-11,1,1,1,180,1,52000,N,EUR,52000,10902.97,N,2,3,2279.7,1,0.64,1,104000,6,6,3,1.6,6,6,N,ITF42,70,1,66.67,78000,1,2002-10,13.98,78000,1,2002-10,104000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"118,619,000,000,159,000",5.4242E+13,1,Y,1954,2,1955,1,N,37188,3,18594,3,2,2006-04,2027-04,2011-11,1,7,1,240,1,320000,N,EUR,320000,144460.09,N,2,1,1239.6,1,2.59,1,640000,6,6,3,1.8,6,6,N,ITF42,70,1,39.7,806000,1,2006-02,17.92,806000,1,2006-02,640000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"34,549,000,100,567,000",5.4242E+13,1,Y,1948,2,1978,5,N,14642.7,3,7321.35,3,2,2008-06,2038-07,2011-11,1,5,1,360,2,175000,N,EUR,175000,105302.66,N,2,1,477.49,1,4.79,1,350000,1,10,2.05,2,3,10,N,ITE43,0,1,53.35,328000,1,2008-06,32.1,328000,1,2008-06,350000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,211,672,000,000,000,000",5.4242E+13,1,Y,1944,3,1949,8,N,16709.4,3,8354.7,3,2,2009-07,2019-07,2011-11,1,1,1,120,1,53000,N,EUR,53000,24738.83,N,2,1,556.98,1,0.99,1,106000,3,12,4.8,4.8,120,12,N,ITF42,70,1,33.54,158000,1,2009-03,15.66,158000,1,2009-03,106000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,003,411,000,100,000,000",5.4242E+13,1,Y,1963,2,1967,5,N,15153,3,7576.5,3,2,2009-07,2034-07,2011-11,1,5,1,300,1,118000,N,EUR,118000,96088.75,N,2,1,505.1,1,4.23,1,236000,1,10,2,1.6,3,10,N,ITF42,70,1,78.67,150000,1,2009-01,64.06,150000,1,2009-01,236000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,271,350,000,091,000,000",5.4242E+13,1,Y,1958,2,1960,1,N,24482.1,3,12241.05,3,2,2009-09,2025-09,2011-11,1,7,1,180,1,126072.5,N,EUR,126072.5,90688.71,N,2,1,830.77,1,2.47,1,252511.84,1,4,2,1.4,3,4,N,ITF42,70,1,62.41,202000,1,2009-05,44.9,202000,1,2009-05,252511.84,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"185,445,000,100,732,000",5.4242E+13,1,Y,1969,2,1970,1,N,9585.9,3,4792.95,3,2,2010-06,2025-06,2011-11,1,1,1,180,1,49511.97,N,EUR,49511.97,34725.81,N,2,1,319.53,1,2.42,1,90000,1,10,2,1.2,3,10,N,ITF42,70,1,24.19,204687.5,1,2010-05,16.97,204687.5,1,2010-05,90000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,119,816,000,100,000,000",5.4242E+13,1,Y,1974,2,1978,1,N,17807.4,3,8903.7,3,2,2010-09,2040-09,2011-11,1,1,1,360,1,160000,N,EUR,160000,141119.62,N,2,1,593.58,1,5.28,1,320000,1,4,2,1.3,3,4,N,ITF42,70,1,59.04,271001,1,2010-08,52.07,271001,1,2010-08,320000,1,0,0,0,593.58
4.706E+19,Banca Popolare di Bari,"100,766,730,000,000,000,000",5.4242E+13,1,Y,1954,2,1961,5,N,67185.9,3,33592.95,3,2,2010-12,2020-12,2011-11,1,7,1,120,1,270834,N,EUR,270834,139859.39,N,2,1,2239.53,1,1.39,1,541668,1,4,2,1.6,3,4,N,ITF42,70,1,46.46,583000,1,2010-11,23.99,583000,1,2010-11,541668,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"51,404,000,000,139,700",5.4242E+13,1,Y,1957,2,1958,1,N,51611,3,16493.1,3,2,2011-06,2026-06,2011-11,1,7,1,180,1,169313,N,EUR,169313,129802.43,N,2,1,1087.55,1,1.91,1,338626,1,4,1.85,1.8,3,4,N,ITF42,70,1,33.2,510000,1,2011-04,25.45,510000,1,2011-04,338626,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,169,528,000,100,000,000",5.4242E+13,1,Y,1973,2,1976,1,N,20657,3,4064.1,3,2,1999-10,2019-11,2011-11,1,5,1,240,1,103291.38,N,EUR,103291.38,13715.04,N,2,1,270.01,1,0.55,1,206582.76,1,6,2.7,2.5,6,6,N,ITF42,70,1,79.05,130663.59,1,1999-09,10.5,130663.59,1,1999-09,206582.76,2,270.01,1,270.01,0
4.706E+19,Banca Popolare di Bari,"100,183,595,000,100,000,000",5.4242E+13,1,Y,1968,2,1969,5,N,8777.1,3,4388.55,3,2,2000-06,2015-06,2011-11,1,1,1,180,1,30987.41,N,EUR,30987.41,289.26,N,2,1,292.57,1,0.02,1,61974.83,3,12,7.8,7.8,180,12,N,ITF42,70,1,66.67,46481.12,1,2000-06,0.45,64557.11,1,2000-06,61974.83,2,292.57,1,292.57,292.57
4.706E+19,Banca Popolare di Bari,"100,092,928,000,100,000,000",5.4242E+13,1,Y,1953,2,1956,5,N,13666,3,6616.05,3,2,2002-09,2017-10,2011-11,1,1,1,180,1,50000,N,EUR,50000,11402.39,N,2,1,441.07,1,0.56,1,100000,3,12,6.7,6.7,181,12,N,ITF42,70,1,66.67,75000,1,2002-09,14.25,80000,1,2002-09,100000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,101,488,000,100,000,000",5.4242E+13,1,Y,1958,2,1971,5,N,144491,3,16909.05,3,2,2008-09,2018-10,2011-11,1,7,1,120,1,118000,N,EUR,118000,43585.67,N,2,1,1127.27,1,0.27,1,236000,1,6,2,1.3,6,6,N,ITF42,70,1,38.69,305000,1,2008-10,14.29,305000,1,2008-10,236000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,027,775,000,100,000,000",5.4242E+13,1,Y,1975,2,1979,5,N,14327.4,3,7163.7,3,2,2009-05,2029-05,2011-11,1,1,1,240,1,70000,N,EUR,70000,55986.64,N,2,1,477.58,1,2.61,1,140000,3,12,5.4,5.4,240,12,N,ITF42,70,1,32.61,214640,1,2009-03,26.08,214640,1,2009-03,140000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,685,144,000,100,000,000",5.4242E+13,1,Y,1964,2,1969,1,Y,16080.9,3,8040.45,3,2,2009-10,2019-11,2011-11,1,1,1,120,1,52084,N,EUR,52084,25804.75,N,2,1,536.03,1,1.07,1,104168,3,12,4.35,4.35,121,12,N,ITF42,70,1,38.87,134000,1,2009-10,19.26,134000,1,2009-10,104168,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,731,399,000,100,000,000",5.4242E+13,1,Y,1964,2,1968,5,N,28667,3,13135.5,3,2,2010-12,2029-04,2011-11,1,1,1,240,1,163000,N,EUR,163000,130493.28,N,2,1,875.7,1,3.12,1,326000,1,6,1.55,1.35,6,6,N,ITF42,70,1,36.61,445200,1,2010-12,29.31,445200,1,2010-12,326000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,708,517,000,100,000,000",5.4242E+13,1,Y,1941,5,1963,3,N,97771.8,3,48885.9,3,2,2010-09,2026-07,2011-11,1,7,1,180,11,505000,N,EUR,505000,391092.72,N,2,1,3259.06,1,2.67,1,1010000,1,4,2,1.3,3,4,N,ITZZZ,76,1,53.81,938500,1,2010-09,41.67,938500,1,2010-09,1010000,2,3259.06,1,3259.06,3259.06
4.706E+19,Banca Popolare di Bari,"100,239,791,000,100,000,000",5.4242E+13,1,Y,1950,2,1957,1,N,26217.9,3,13108.95,3,2,2010-11,2015-11,2011-11,1,7,1,60,1,50000,N,EUR,50000,4351.34,N,2,1,873.21,1,0.11,1,100000,1,4,1.35,1.3,3,4,N,ITZZZ,76,1,26.88,186000,1,2010-07,2.34,186000,1,2010-07,100000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,763,784,000,100,000,000",5.4242E+13,1,Y,1975,2,1975,1,N,24000.4,3,12000.2,3,2,2010-09,2029-12,2011-11,1,5,1,240,0,147086.79,N,EUR,147086.79,116161.99,N,2,3,4800.08,1,3.23,1,300000,1,6,2.5,1.3,6,6,N,ITF42,70,1,75.24,195500,1,2010-09,59.42,195500,1,2010-09,300000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,763,846,000,100,000,000",5.4242E+13,1,Y,1973,2,1974,1,N,24375,3,6097.35,3,2,2010-12,2025-12,2011-11,1,1,1,180,1,99770.45,N,EUR,99770.45,39879.97,N,2,1,406.49,1,1.31,1,200000,3,12,4.95,4.95,180,12,N,ITZZZ,76,1,53.93,185000,1,2010-11,21.56,185000,1,2010-11,200000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,076,636,000,100,000,000",5.4242E+13,1,Y,1962,2,1966,1,N,6103.2,3,3051.6,3,2,2010-12,2020-12,2011-11,1,1,1,120,1,20000,N,EUR,20000,12002.52,N,2,1,203.44,1,1.31,1,40000,3,12,4.1,4.1,120,12,N,ITZZZ,76,1,62.5,32000,1,2010-07,37.51,32000,1,2010-07,40000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,787,443,000,100,000,000",5.4242E+13,1,Y,1970,2,1973,5,N,33931,3,14889,3,2,2011-08,2036-08,2011-11,1,1,1,300,1,240000,N,EUR,240000,211208.76,N,2,1,972.68,1,4.33,1,480000,1,4,1.55,1.5,3,4,N,ITZZZ,76,1,54.18,443000,1,2011-08,47.68,443000,1,2011-08,480000,2,972.68,1,972.68,972.68
4.706E+19,Banca Popolare di Bari,"100,232,304,000,100,000,000",5.4242E+13,1,Y,1972,2,1974,1,N,9782.1,3,4891.05,3,2,2002-07,2017-07,2011-11,1,1,1,180,0,45000,N,EUR,45000,12396.95,N,2,1,326.07,1,0.84,1,90000,6,6,3,1.4,6,6,N,ITF34,83,1,72.35,62200,1,2002-01,19.93,62200,1,2002-01,90000,3,5090.22,14,4737.87,4386.61
4.706E+19,Banca Popolare di Bari,"100,026,441,000,100,000,000",5.4242E+13,1,Y,1959,2,1967,8,N,10479.9,3,5239.95,3,2,2006-01,2020-12,2011-11,1,7,1,180,0,47000,N,EUR,47000,21140.91,N,2,1,347.87,1,1.34,1,94000,6,6,3,2.8,6,6,N,ITF34,83,1,43.28,108600,1,2005-10,19.47,108600,1,2005-10,94000,1,0,0,0,347.87
4.706E+19,Banca Popolare di Bari,"100,060,674,000,100,000,000",5.4242E+13,1,Y,1971,2,1974,1,N,10228.5,3,5114.25,3,2,2007-01,2022-02,2011-11,1,1,1,180,0,42000,N,EUR,42000,22862.82,N,2,1,340.95,1,1.49,1,84000,3,12,5.4,5.4,181,12,N,ITF34,83,1,65.63,64000,1,2007-01,35.72,64000,1,2007-01,84000,1,0,0,0,2085.3
4.706E+19,Banca Popolare di Bari,"100,101,618,000,100,000,000",5.4242E+13,1,Y,1965,2,1970,3,N,10564.5,3,5282.25,3,2,2008-10,2023-11,2011-11,1,7,1,180,1,42000,N,EUR,42000,27980.4,N,2,1,352.15,1,1.77,1,84000,3,12,5.9,5.9,181,12,N,ITF34,83,1,40.17,104550,1,2008-09,26.76,104550,1,2008-09,84000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,699,839,000,100,000,000",5.4242E+13,1,Y,1977,2,1977,1,N,12300,3,4945.8,3,2,2010-03,2030-04,2011-11,1,1,1,240,2,47932,N,EUR,47932,40062.37,N,2,1,329.72,1,2.32,1,96000,3,12,5.5,5.5,241,12,N,ITF34,83,1,67.51,71000,1,2010-02,56.43,71000,1,2010-02,96000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,360,573,000,100,000,000",5.4242E+13,1,Y,1967,2,1972,1,N,18698.4,3,9349.2,3,2,2011-06,2021-07,2011-11,1,1,1,120,1,60000,N,EUR,60000,39679.66,N,2,1,623.28,1,1.41,1,120000,3,12,4.55,4.55,121,12,N,ITF34,83,1,70.59,85000,1,2011-06,46.68,85000,1,2011-06,120000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"97,022,511,000,100,000,000",5.4242E+13,1,Y,1962,2,1966,1,N,20612.7,3,10306.35,3,2,2003-01,2018-01,2011-11,1,1,1,180,1,85000,N,EUR,85000,20204.06,N,2,1,687.09,1,0.65,1,170000,3,12,4,4,180,12,N,ITF51,85,1,74.43,114200,1,2002-10,17.69,114200,1,2002-10,170000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,309,743,000,100,000,000",5.4242E+13,1,Y,1966,2,1968,5,N,17373.3,3,8686.65,3,2,2004-10,2024-10,2011-11,1,1,1,240,0,100000,N,EUR,100000,56509.86,N,2,1,579.11,1,2.17,1,200000,6,6,3,1.8,6,6,N,ITF11,67,1,67.87,147345,1,2004-08,38.17,148050,1,2004-08,200000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,344,512,000,100,000,000",5.4242E+13,1,Y,1936,2,1939,8,N,14598.9,3,7299.45,3,2,2005-10,2017-11,2011-11,1,7,1,144,1,50000,N,EUR,50000,13114.1,N,2,1,486.63,1,0.6,1,100000,3,12,5.95,5.95,145,12,N,ITF51,85,1,41.67,120000,1,2005-08,10.93,120000,1,2005-08,100000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,239,593,000,100,000,000",5.4242E+13,1,Y,1950,2,1974,8,N,13513.2,3,6756.6,3,2,2006-04,2016-04,2011-11,1,1,1,120,1,43000,N,EUR,43000,4399.59,N,2,1,450.44,1,0.22,1,86000,3,12,5.15,5.15,120,12,N,ITF51,85,1,6.72,640000,1,2006-02,0.69,640000,1,2006-02,86000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"97,015,307,000,100,400,000",5.4242E+13,1,Y,1980,2,1983,1,N,11355.6,3,5677.8,3,2,2006-09,2021-09,2011-11,1,7,1,180,0,45000,N,EUR,45000,23659.34,N,2,1,378.52,1,1.39,1,90000,3,12,5.95,5.95,180,12,N,ITF51,85,1,53.28,84453,1,2006-07,28.01,84453,1,2006-07,90000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"400,590,441,000,400,000,000",5.4242E+13,1,Y,1962,3,1963,1,N,5000,3,3925,3,2,2007-01,2018-01,2011-11,1,1,1,120,0,70000,N,EUR,70000,22193.76,N,2,1,814.78,1,2.49,1,140000,3,12,5.9,5.9,132,12,N,ITF51,85,1,49.65,141000,1,2006-11,15.74,141000,1,2006-11,140000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"97,021,838,000,100,100,000",5.4242E+13,1,Y,1947,2,1956,1,N,11355.6,3,5677.8,3,2,2007-01,2022-02,2011-11,1,7,1,180,1,45000,N,EUR,45000,24946.2,N,2,1,378.52,1,1.46,1,90000,3,12,5.95,5.95,181,12,N,ITF51,85,1,66.67,67500,1,2006-12,36.96,67500,1,2006-12,90000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"97,011,313,000,097,000,000",5.4242E+13,1,Y,1955,2,1955,1,N,22003.5,3,11001.75,3,2,2007-08,2022-09,2011-11,1,5,1,180,1,85000,N,EUR,85000,51031.9,N,2,1,733.45,1,1.55,1,170000,3,12,6.35,6.35,181,12,N,ITF51,85,1,54.14,157000,1,2007-07,32.49,157050,1,2007-07,170000,1,0,0,0,0
4.706E+19,Banca Popolare di Bari,"100,121,443,000,100,000,000",5.4242E+13,1,Y,1958,2,1958,1,N,15697.5,3,7848.75,3,2,2008-01,2028-02,2011-11,1,5,1,240,1,100000,N,EUR,100000,69994.17,N,2,1,521.66,1,2.97,1,200000,6,4,2,1.8,3,4,N,ITF51,85,1,56.5,177000,1,2007-12,39.47,177345,1,2007-12,200000,1,0,0,0,0
